id,name,nationality,position,age,birth_year,value,height
2255,Ismaila Sarr,sn SEN,"FW,MF",21,1998,22000000,185
2417,Isaac Success,ng NGA,"FW,MF",23,1996,3000000,182
2653,Danny Welbeck,eng ENG,"FW,MF",28,1990,5000000,185
140,Ludwig Augustinsson,se SWE,DF,25,1994,9000000,181
193,Philipp Bargfrede,de GER,MF,30,1989,1000000,174
207,Fin Bartels,de GER,"FW,MF",32,1987,80000,176
302,Leonardo Bittencourt,de GER,"FW,MF",25,1993,4000000,171
760,Johannes Eggestein,de GER,"MF,FW",21,1998,4000000,183
761,Maximilian Eggestein,de GER,"MF,DF",22,1996,13000000,181
889,Marco Friedl,at AUT,DF,21,1998,3000000,187
895,Niclas FĂĽllkrug,de GER,FW,26,1993,3000000,189
935,Theodor Gebre Selassie,cz CZE,DF,32,1986,1000000,181
968,Benjamin Goller,de GER,"FW,MF",20,1999,72500,180
1013,Christian GroĂź,de GER,"DF,MF",30,1989,30000,182
1059,Martin Harnik,at AUT,"MF,FW",32,1987,1000000,185
1146,Luc Ihorst,de GER,FW,19,2000,15000,190
1246,Stefanos Kapino,gr GRE,GK,25,1994,80000,196
1277,Davy Klaassen,nl NED,MF,26,1993,12000000,179
1358,Michael Lang,ch SUI,DF,28,1991,95000,185
1359,Sebastian Langkamp,de GER,DF,31,1988,80000,191
1681,Kevin MĂ¶hwald,de GER,MF,26,1993,2000000,183
1682,Niklas Moisander,fi FIN,DF,33,1985,1000000,183
1851,Yuya Osako,jp JPN,"FW,MF",29,1990,3000000,182
1908,JiĹ™Ă­ Pavlenka,cz CZE,GK,27,1992,6500000,196
1991,Claudio Pizarro,pe PER,"FW,MF",40,1978,40000,184
2070,Milot Rashica,xk KVX,FW,23,1996,28000000,177
2197,Nuri Ĺžahin,tr TUR,MF,30,1988,1200000,180
2253,Josh Sargent,us USA,FW,19,2000,6000000,185
2287,Davie Selke,de GER,FW,24,1995,8000000,194
2505,Ă–mer Toprak,tr TUR,DF,30,1989,3000000,187
2587,MiloĹˇ VeljkoviÄ‡,rs SRB,DF,23,1995,5200000,188
2621,Kevin Vogt,de GER,"DF,MF",27,1991,8000000,194
2676,Nick Woltemade,de GER,"FW,MF",17,2002,32500,198
34,Albian Ajeti,ch SUI,"MF,FW",22,1997,4000000,183
85,Felipe Anderson,br BRA,"MF,FW",26,1993,25000000,175
101,Michail Antonio,eng ENG,FW,29,1990,9000000,180
171,FabiĂˇn Balbuena,py PAR,DF,27,1991,9000000,188
346,Jarrod Bowen,eng ENG,FW,22,1996,16000000,175
582,Aaron Cresswell,eng ENG,DF,29,1989,6000000,170
695,Issa Diop,fr FRA,DF,22,1997,25000000,194
800,Lukasz Fabianski,pl POL,GK,34,1985,2500000,190
870,Pablo Fornals,es ESP,"MF,FW",23,1996,16000000,178
885,Ryan Fredericks,eng ENG,DF,26,1992,4000000,181
1052,SĂ©bastien Haller,ci CIV,FW,25,1994,36000000,190
1200,Ben Johnson,eng ENG,DF,19,2000,2000000,175
1361,Manuel Lanzini,ar ARG,"MF,FW",26,1993,16000000,167
1562,David Martin,eng ENG,GK,33,1986,25000,188
1582,Arthur Masuaku,cd COD,DF,25,1993,6000000,179
1781,Jeremy Ngakia,eng ENG,DF,18,2000,25000,184
1801,Mark Noble,eng ENG,MF,32,1987,4000000,180
1825,Angelo Ogbonna,it ITA,DF,31,1988,6000000,191
2065,Darren Randolph,ie IRL,GK,32,1987,2000000,187
2100,Declan Rice,eng ENG,MF,20,1999,49000000,185
2120,Roberto,es ESP,GK,33,1986,800,192
2228,Carlos SĂˇnchez,co COL,"MF,DF",33,1986,1000000,182
2354,Robert Snodgrass,sco SCO,"MF,FW",31,1987,4000000,182
2372,TomĂˇĹˇ SouÄŤek,cz CZE,MF,24,1995,20000000,192
2668,Jack Wilshere,eng ENG,MF,27,1992,4000000,172
2681,Andriy Yarmolenko,ua UKR,"MF,FW",29,1989,9000000,189
2693,Pablo Zabaleta,ar ARG,DF,34,1985,80000,176
124,Maximilian Arnold,de GER,MF,25,1994,14000000,184
361,Josip Brekalo,hr CRO,"MF,FW",21,1998,13000000,175
370,John Brooks,us USA,DF,26,1993,10000000,193
375,Jeffrey Bruma,nl NED,DF,27,1991,3000000,189
466,Koen Casteels,be BEL,GK,27,1992,10000000,197
939,Yannick Gerhardt,de GER,MF,25,1994,6000000,184
954,Daniel Ginczek,de GER,FW,28,1991,9000000,191
1028,Josuha Guilavogui,fr FRA,"MF,DF",28,1990,11000000,188
1250,Mamoudou Karamoko,fr FRA,MF,20,1999,20000,188
1278,Felix Klaus,de GER,"FW,MF",26,1992,2000000,179
1284,Robin Knoche,de GER,DF,27,1992,6000000,190
1554,Omar Marmoush,eg EGY,"MF,FW",20,1999,12500,177
1601,Kevin Mbabu,ch SUI,DF,24,1995,6000000,184
1622,Admir Mehmedi,ch SUI,"MF,FW",28,1991,8000000,183
1800,Lukas Nmecha,de GER,"MF,FW",20,1998,3000000,185
1857,Paulo OtĂˇvio,br BRA,DF,24,1994,1200000,173
1959,Pavao Pervan,at AUT,GK,31,1987,65000,194
2004,Marin PongraÄŤiÄ‡,hr CRO,DF,21,1997,10000000,190
2168,JĂ©rĂ´me Roussillon,fr FRA,DF,26,1993,16000000,175
2188,JoĂŁo Victor Santos SĂˇ,br BRA,"MF,FW",25,1994,3500000,178
2267,Xaver Schlager,at AUT,MF,21,1997,12000000,174
2394,Renato Steffen,ch SUI,"MF,FW",27,1991,4000000,170
2489,Marcel Tisserand,cd COD,DF,26,1993,6000000,190
2650,Wout Weghorst,nl NED,FW,26,1992,21000000,197
2662,William,br BRA,DF,24,1995,10000000,176
256,Ryan Bennett,eng ENG,DF,29,1990,4000000,188
321,Willy Boly,ci CIV,DF,28,1991,14000000,195
469,Jonny Castro,es ESP,DF,25,1994,16000000,175
532,Conor Coady,eng ENG,DF,26,1993,14000000,185
597,Patrick Cutrone,it ITA,FW,21,1998,15000000,183
656,Leander Dendoncker,be BEL,"MF,DF",24,1995,22000000,188
707,Matt Doherty,ie IRL,DF,27,1992,16000000,186
949,Morgan Gibbs-White,eng ENG,"MF,FW",19,2000,7000000,171
1197,RaĂşl JimĂ©nez,mx MEX,FW,28,1991,40000000,188
1208,Bruno JordĂŁo,pt POR,FW,20,1998,2000000,180
1214,Diogo Jota,pt POR,"FW,MF",22,1996,40000000,178
1270,Max Kilman,eng ENG,DF,22,1997,80000,194
1720,JoĂŁo Moutinho,pt POR,MF,32,1986,8000000,170
1775,Pedro Neto,pt POR,"FW,MF",19,2000,11000000,172
1779,RĂşben Neves,pt POR,MF,22,1997,40000000,180
1903,Rui PatrĂ­cio,pt POR,GK,31,1988,16000000,190
1997,Daniel Podence,pt POR,"FW,MF",23,1995,12000000,165
2202,Romain SaĂŻss,ma MAR,DF,29,1990,4000000,188
2523,Adama TraorĂ©,es ESP,"FW,MF",23,1996,25000000,178
2567,JesĂşs Vallejo,es ESP,DF,22,1997,6000000,184
2615,RĂşben Vinagre,pt POR,DF,20,1999,9000000,174
